acronym,title,projectUrl
ERANID,European Research Area Network on Illicit Drugs - Towards integrated European research in illicit drugs: cause and nature of drug problems; interventions and policies,http://www.eranid.eu/
OYSTERECOVER,"""Establishing the scientific bases and technical procedures and standards to recover the European flat oyster production through strategies to tackle the main constraint, bonamiosis.""",http://www.oysterecover.eu
EUTRAF,The European Network for Translational Research in Atrial Fibrillation,http://www.eutraf.eu
DESAFIO,DEMOCRATISATION OF WATER AND SANITATION GOVERNANCE BY MEANS OF SOCIO-TECHNICAL INNOVATION,http://www.desafioglobal.org
CASSANDRA,Common assessment and analysis of risk in global supply chains,http://www.cassandra-project.eu/
POLYCAT,Modern polymer-based catalysts and microflow conditions as key elements of innovations in fine chemical syntheses,http://www.polycat-fp7.eu
REFERTIL,Improvement of comprehensive bio-waste transformation and nutrient recovery treatment processes for production of combined natural products,http://www.refertil.info
FESSUD,"""Financialisation, economy, society and sustainable development.""",http://fessud.eu/
ARENA,Architecture for the Recognition of thrEats to mobile assets using Networks of multiple Affordable sensors,http://www.arena-fp7.eu
NEWAPP,New technological applications for wet biomass waste stream products,http://www.newapp-project.eu
CHROMED,Clinical tRials fOr elderly patients with MultiplE Disease,http://www.chromed.eu/
NANOMASTER,Graphene based thermoplastic masterbatches for conventional and additive manufacturing processes,http://www.nanomasterproject.eu/
ECOSYN,Ecofriendly synergists for insecticide formulations,http://www.ecosyn.eu
ULTRACHOC,Ultrasound-based tailoring and control by real-time monitoring of the tempering process during chocolate manufacture,http://www.ultrachoc.eu/
EUROTARGET,European collaborative project on Targeted therapy in renal cell cancer: genetic and tumor-related biomarkers for response and toxicity,http://www.eurotargetproject.eu
ARTFORCE,Adaptive and innovative Radiation Treatment FOR improving Cancer patients treatment outcomE,http://www.cancerartforce.eu/
EU-UNAWE,Building on the International Year of Astronomy: Making young children aware of the Universe,http://eunawe.eu/
DITAC,Disaster Training Curriculum,http://www.ditac.info/
MEFEPO,Making the European Fisheries Ecosystem Operational,http://www.liv.ac.uk/mefepo/
PREDICT,Predicting individual response and resistance to VEGFR/mTOR pathway therapeutic intervention using biomarkers discovered through tumour functional genomics,http://www.predictconsortium.eu/
DOMAC,Impact of International Criminal Procedures on Domestic Criminal Procedures in Mass Atrocity Cases,http://www.domac.is
NANOTRANSKINETICS,"""Modelling basis and kinetics of nanoparticle interaction with membranes, uptake into cells, and sub-cellular and inter-compartmental transport""",http://www.nanotranskinetics.eu
CRM_INNONET,Critical Raw Materials Innovation Network – Towards an integrated community driving innovation in the field of critical raw material substitution for the benefit of EU industry,http://www.criticalrawmaterials.eu/
CopPeR,Copper Interconnects for Advanced Performance and Reliability,http://www.copper-project.eu
TIME,"Transverse, Intrafascicular Multichannel Electrode system for induction of sensation and treatment of phantom limb pain in amputees",http://www.project-time.eu/
MILD-DRY,Novel microwave-assisted vacuum drying for heat sensitive foods,http://www.milddry.eu/
IMPACT,IMplementation of quality indicators in PAlliative Care sTudy,http://www.impactpalliativecare.eu
FLUIDGLASS,FLUIDGLASS,http://www.fluidglass.eu
NANODEFINE,Development of an integrated approach based on validated and standardized methods to support the implementation of the EC recommendation for a definition of nanomaterial,http://www.nanodefine.eu
BIR AL-NAS,Bottom-up IntegRated Approach for sustainabLe grouNdwater  mAnagement in rural areaS,http://biralnas.wordpress.com/
EUROSARC,European Clinical trials in Rare Sarcomas within an integrated translational trial network,http://www.eurosarc.eu/
PANCARESURFUP,PanCare Childhood and Adolescent Cancer Survivor Care and Follow-up Studies,http://www.pancaresurfup.eu/
WE-CARE,Towards a Sustainable and Affordable Healthcare,http://www.eu-patient.eu/News/News/We-Care-project-how-quality-healthcare-services-can-be-preserved/
by NanoImprint Lithography",http://www.plast4future.eu
HYDROZONES,Bioactivated hierarchical hydrogels as zonal implants for articular cartilage regeneration,http://www.hydrozones.eu/
JHEP,Coordination action in support of the implementation of a Joint Programming Initiative (JPI) on Cultural Heritage and Global Change : a new challenge for Europe,http://www.jpi-culturalheritage.eu/jhep/
EUROTAPES,European development of Superconducting Tapes: integrating novel materials and architectures into cost effective processes for power applications and magnets,http://eurotapes.eu/
MERCURIC,A Phase Ib/II study of MEK1/2 inhibitor PD-0325901 with cMET inhibitor PF-02341066 in KRASMT and KRASWT (with aberrant c-MET) Colorectal Cancer Patients,http://mercuric.eu/
IDEA-FOOT,IDEA-Foot: Innovative DEsign and mAnufacturing systems for small series production for European FOOTwear companies,http://www.ideafoot.eu
ROTOFLEX,Innovative rotomoulding development to improve cycle times and process efficiency whilst facilitating greater flexibility in product design and integrity for the SME-rotomoulding sector,http://www.rotoflex-eu.org
ASPIRATE,"""Increase of productivity, safety, greenness and cleanliness in the machining of carbon fiber reinforced composites""",http://www.aspirate.eu
COELUX,CoeLux: the sky light reconstruction in artificial illumination by means of solid transparent nanocomposites,http://www.coelux.com
PARAFLUO,Parallel fluorescence spectroscopy tools for micro and nano-analytical applications down to single biomolecules,http://www.parafluo.com
SHOPPINGMATE,ShoppingMate: A location- and context- aware service for assisting consumers during their shopping time,http://www.shoppingmate.org
MAARS,Microbes in Allergy and Autoimmunity Related to the Skin,http://www.maars.eu
DEAMMRECIRC,The development of a deammonification treatment to remove nitrogen from recirculated water used in aquaculture,http://www.deammrecirc.com
RAISME,Rapid Application Innovation for SMEs,http://www.raisme.eu
ORBITAL,"""Design, development and evaluation of an orbital laser welding head""",http://www.orbitalproject.eu
MODEM_IVM,A web-based system for real-time Monitoring and Decision Making for Integrated Vineyard Management,http://www.modem-ivm.eu
CLEANLEACHATE,Combined anode and cathode process to treat landfill leachate,http://www.cleanleachate.eu
THERMALCOND,Polymeric composite materials with enhanced thermal conductivity properties for heat exchangers applications,http://www.thermalcond.eu
HESTOR,Development of Thermal Storage Application for HVAC solutions based on Phase Change Materials,http://www.hestor.eu
PINVIALEG,Portable microfluidic-based device for in situ detection of viable legionella,http://www.pinvialeg.eu
SMART TANK,Farm and Agriculture Stabilised Thermophilic Anaerobic Digestion,http://www.smart-tank.eu
POLYGLASS,Development of a new method to produce high efficiency solar concentrators based on polymer casted directly on glass,http://www.polyglass-fp7.eu
LIGHT+TER,"""Development of a compact, low cost and easy to use device based on LED technology for non-invasive selective haemostasis to benefit the people suffering from coagulation problems""",http://www.lightplaster.com
I-RAIL,An Intelligent On-line High-Speed Rail Condition Monitoring System Deployed Via Passenger and Freight Trains,http://www.i-railproject.eu
ISU-DEP,Intelligent Sanitary Unit for Disabled and Elderly People,http://www.isu-dep.eu
NASLA,Nanostructured anti-septical coatings,http://www.composites.polito.it/?p=projects_european_nasla
ENVIRON-MENTOR,Facilitating Implementation of the IPPC Legislation through a Web-Based Environmental Consultancy Toolkit,http://www.environmentor-project.com
PROMETHEUS,"""Treatment of high organic load, high temperature and high salinity industrial waste water containing recalcitrant contaminants""",http://www.fp7-prometheus.eu
CAMEL-MCG,Development of Higly Eficient and Environmentally Friendly Grinding Technology Through a Minimum coolant approach,http://www.camel-project.eu
XSTONE,Development of a Novel Stone Sawing Equipment to valorise Undersized and Irregular Stone Blocks for a more rationale Use of Natural Stone Quarry Resources,http://www.xstone-fp7.eu
ULTRAGRIP,Development of a high grip designing tool,http://www.ultragrip.eu
CLIMAWIN,An intelligent window for optimal ventilation and minimum thermal loss,http://www.climawin.aau.dk
EDOCAL,Early Detection Of CAncer using photonic crystal Lasers,http://www.edocal.eu
IMAGINE,"""An Innovative, Ultra Low Cost, High Performance,  Monolithic Millimeter Wave Imager Module to Increase the Safety of European Citizens""",http://www.acreo.se/projects/imagine
TECH-IT-EASY,"""IT Tool to support SMEs in systematic innovation, based on consolidated methodology and innovation knowledge domain structured trough specific ontologies""",http://www.tech-it-easy-project.eu
BIOFOULCONTROL,Development of innovative and sustainable technology for control of marine biofouling on heat exchangers of vessels with ozone technology,http://www.biofoulcontrol.com
ECOBOARD,The New Eco-friendly Advertising Tool Which Gives an Alternative Real-Time Outdoor Advertising Media for SMEs,http://www.eco-board.eu
EBEST,Empowering Business Ecosystems of Small Service Enterprises to Face the Economic Crisis,http://www.ebest.eu
SELF-SCAN,Neural Net based defect detection system using LRU technology for aircraft structure Monitoring,http://www.selfscanproject.eu
NOZZLEINSPECT,Autonomous Robot for an Automatic Inspection of Nozzle Welds in Nuclear Environment,http://www.nozzleinspect.eu
NOPERSIST,Novel strategies for the prevention and control of persistent infections,http://www.lionex.eu
DECOCOAT,Development of ECOlogical friendly and flexible production processes for textile COATings based on innovative polyolefine polymer formulations,http://www.decocoat.org
BIO-NMD,Identifying and validating pre-clinical biomarkers for diagnostics and therapeutics of Neuromuscular Disorders,http://www.bio-nmd.eu
WEB2SME,WEB 2.0 Driven Service-Builder for Product Extension in Globally Acting SMEs,http://www.web2sme.eu
DURAWOOD,"""Development of a cost-effective, durable coating system with low fungicide content for wood surfaces using Plasma Discharge""",http://www.durawood-fp7.eu
OTASENS,"""Novel photosensor-based device for rapid and quantitative ochratoxin A determination in wine, beer and feed""",http://www.otasens.it
THERMOGRIND,Thermally Controlled Rotational Grinding of Sapphire Wafers for Highly Efficient Manufacturing of Modern White LED Light Sources,http://www.thermogrind.eu
ROOF-CAPTURE,Innovative Design for Wind Energy Capture in Urban Environments,http://www.roofcapture.eu
OSGRAM,The development of a graduated radar-absorbing multi-layer structure for wind turbine applications to enable their positioning in areas of optimal power generation,http://www.osgram.eu
ENDURE,Enhanced Durability Resurfacing Endoprosthesis,http://www.endure-fp7.com
NANOSCRATCH,To develop a scratch resistance coating using a molecular self assembly nanotechnology for plastic products,http://www.nanoscratch-project.eu
NOVAPRESS,Development of a Non-destructive Sensor to Determine Density Gradient of Ceramic Tiles During Pressing,http://www.ceramgroup.com/projects/novapress/index.html
HYDRUS,Development of crosslinked flexible bio-based and biodegradable pipe and drippers for micro-irrigation applications,http://www.hydrusfp7.eu
RPET-FC,Environmentally Friendly Food Packaging Tray with Lower Carbon Footprint,http://www.rpet-fc.eu
RPC-HVTS-DCS,Development environment and demonstrators for resonant power conversion facilitating high voltage test systems using very low frequency and DC-sources,http://www.eu-rpc.de
EECS,European Education Connectivity Solution,http://www.eecscard.eu
for efficient production of VFA and biogas in anaerobic digestion plant",http://www.opti-vfa.eu
LION-TEX,Innovative Industrial Process for printing Lenticular Images Directly on Textiles with Jetting Technology for safety (protective clothing) application,http://www.lion-tex.eu
REPROSEL,REPROduction protocols and molecular tools for mass spawning and communal rearing based SELective breeding schemes applied to multiple-spawning marine fish,http://www.reprosel.eu
CLEANHATCH,Development and implementation of an innovative cleaning technology for marine and freshwater larval hatchery tanks in recirculating aquaculture systems,http://www.cleanhatch.net
SCAMSTOP,Scams and Fraud Detection in Voice over IP Networks,http://www.sme-scamstop.eu
NOFIRE,High Speed Fire Stopping Sectional Door,http://www.nofiredoor.eu
HYDRORAD,Integrated advanced distribuited system for hydro-meteorological monitoring and forecasting using low-cost high-performance X-band mini-radar and cellular network infracstructures,http://www.himet.it/hydrorad
MAGNA,Methodologies and Tools Advancing the DesiGN and Validation of EGNOS/GALILEO Aware Applications,http://www.magna-egnos.com
