,title,projectUrl,acronym
3081,Charge breeding -charge breeding of intense radioactive beams,http://www.ha.physik.uni-muenchen.de/okester/eunet,CHARGE BREEDING
3089,"Re-inforced extrusion of pvc-replacement, delayed-kinking, non-collapsing tubing (NK-TUBE)",http://www.pera.com/rndprojects,NK-TUBE
3108,Centre for application of ion beams in materials research,http://www.fz-rossendorf.de/LSF,AIM
3109,Prague asterix laser system joint research centre,http://www.pals.cas.cz,PALS
3114,Colour Research for Outdoor Matrix liquid crystal display Applied To Electronic Advertising and Message boards,http://www.cromateam.org/,CROMATEAM
3115,CROwd Simulation System for Emergency Situations,http://ligwww.epfl.ch/~thalmann/crosses.html,CROSSES
3116,Virtual Image-processing System for Intelligent Reconstruction of 3D Environments,http://www.eptron.es/projects/visire/,VISIRE
3120,Digital Film Manipulation System,http://diamant.joanneum.at,DIAMANT
3122,The European Information Society Technologies Prize 2000 and 2001,http://www.it-prize.org,EISTP
3123,Unlocking topicality in text - foreground and background information in written language,http://www.sics.se/humle/projects/llaves/,LLAVES
3124,Silicon/Glass Microstructures for innovative Gas Sensing Systems,http://www.cnm.es/imb/glassgas/index.htm,GLASSGAS
3125,An Intelligent Brokering Service for Knowledge-Component Reuse on the World Wide Web,http://www.swi.psy.uva.nl/projects/ibrow/home.html,IBROW
3126,Self-assembly of functional nanoscale elements for intramolecular electronics,http://www.sp.phy.cam.ac.uk/SPWeb/research/saneme/,SANEME
3127,Photonic Crystals Based on Opal Structures,http://www2.uni-wuppertal.de/einrichtungen/mat/nanos/phobos/,PHOBOS
3128,DYNAMIC IMAGE COMPUTING USING TERA-SPEED ANALOGIC VISUAL MICROPROCESSORS,http://www.imse.cnm.es/Proyectos/dictam/,DICTAM
3131,Hundred nm CMOS technology,http://www.imec.be/hunt,HUNT
3179,Downloadable Mobile Value-Added-Services through Software Radio and Switching Integrated Platforms,http://mobivas.cnl.di.uoa.gr,MOBIVAS
3180,Optimisation Service Provider,http://www.osp-craft.com,OSP
3181,Super Laser Array Memory,http://www.optica.tn.tudelft.nl/slam/slam.htm,SLAM
3182,Applying Java to Automotive Control Systems,http://www.ajacs.org/,AJACS
3183,GaInNAs-based Semiconductor Heterostructures for 1.5 ?m Opto-electronics,http://www.crhea.cnrs.fr/gina/,GINA 1.5
3184,DISTRIBUTED SYSTEM ENGINEERING,http://cec.to.alespazio.it/DSE/,DSE
3185,Advanced Process Control for 300mm plasma production process,http://www.sea.rl.ac.uk/NewSEA/newpubs/APC300/APC300_synopsis.pdf,APC300
3187,Modelling Expressions and Shapes of Human heads,http://www.meshproject.com,MESH
3188,"Specification, Interaction and Reconfiguration in Dialogue Understanding Systems",http://www.ling.gu.se/projekt/siridus,SIRIDUS
3189,Tools for Innovative Publishing in Science,http://tips.sissa.it,TIPS
3190,Alert system for selective dissemination of multimedia information,http://alert.uni-duisburg.de,ALERT
3192,Speech Driven Multi-modal Automatic Directory Assistance,http://smada.rd.francetelecom.com/,SMADA
3193,Speech Driven Interfaces for Consumer Applications,http://www.speecon.com,SPEECON
3194,All-optical Terabit per second LAmbda Shifted transmission,http://www.fub.it/atlas,ATLAS
3196,Photonic Integrated Circuits using Crystal Optics,http://www.intec.rug.ac.be/picco,PICCO
3197,SIMBIO - A Generic Environment for Bio-numerical Simulation,http://www.ccrl-nece.de/simbio/,SIMBIO
3199,Oxidation and EPItaxy pre CLEan treatments,http://www.sea.rl.ac.uk/NewSEA/newpubs/Oxepicl/Oxepicl_synopsis.pdf,OXEPICLE
3683,Technological and Operational Support for Car shAring,http://www.atc.bo.it/progetti/caratc/index.htm,TOSCA
3684,"The TPEG Project - achieving technical consensus and supporting standardisation of TPEG applications, targeted at rapid implementation of enhanced multi-modal information services and navigation systems for European travellers",http://www.tpeg.org,TPEG
3685,"SysTem Using Augmented Reality for Maintenance, Assembly, Training and Education",http://starmate.iff-upl.fhg.de/,STAR MATE
4148,Avion de recherche atmosph?rique et de t?l?d?tection fokker,http://www.dlr.de/FB/CAATER.html or http://www.icare.dt.insu.cnrs.fr:9000/,CAATER - ARAT FOKKER
4149,Max-born-institute for nonlinear optics and short pulse spectroscopy (MBI),http://www.mbi-berlin.de/,MBI
4150,Wageningen nmr centre,http://www.wnmrc.com/,WNMRC
4151,Facility for aerothermodynamic and propulsion studies,http://www.cnrs-orleans.fr/~webepee,FAPS
4152,Laboratori nazionali di frascati dell'infn,http://www.lnf.infn.it/cee/,LNF2000
4153,Optically Beam-formed Antennas For Adaptive Broadband Fixed And Mobile Wireless Access Networks,http://ist-obanet.upv.es,OBANET
4154,Security for Heterogeneous Access in Mobile Applications and Networks,http://www.ist-shaman.org,SHAMAN
4155,Wireless supporting agricultural and forestry information systems,http://www.lesprojekt.cz,WIRELESSINFO
4156,Plant automation based on distributed systems,http://www.pabadis.org/htdocs/home.html,PABADIS
4157,Liquefaction around marine structures (LIMAS),http://vb.mek.dtu.dk/research/limas/limas.html,LIMAS
4158,Nutrients cycling and the trophic status of coastal ecosystems (EUROTROPH),http://www.ulg.ac.be/oceanbio/eurotroph/,EUROTROPH
4159,Biotechnologies form the deep (BIODEEP),http://www.geo.unimib.it/BioDeep/BD.htm,BIODEEP
4314,Personalised Tourist Services Using Geographic Information Systems via Internet,http://www.tourserv.com,TOURSERV
4316,Quantum Algorithms and Information Processing,http://www.cwi.nl/projects/QAIP/,QAIP
4317,Algorithms and Complexity - Future Technologies,http://www.brics.dk/ALCOM-FT/,ALCOM-FT
4318,Superconducting Qubits : Quantum Computing with Josephson Junctions,http://fy.chalmers.se/~wendin/SQUBIT/,SQUBIT
4320,Process based integrated management of constructed and riverine wetlands for optimal control of wastewater at catchment scale (PRIMROSE),http://primrose.jordforsk.no,PRIMROSE
4321,"Evaluation of alternative techniques for determination of water budjet components in water-limited, heterogeneous land-use systems (WATERUSE)",http://www.isa.utl.pt/wateruse/,WATERUSE
4322,Management of the environment and resources using integrated techniques (MERIT),http://www.merit-eu.net/,MERIT
4324,Signal MAnagement in Real Time for urban traffic NETworkS,http://www.smart-nets.napier.ac.uk,SMART NETS
4326,Applications of approximate algebraic geometry in industrial computer aided geometry,http://www.math.sintef.no/gaia/,GAIA
4327,Quantum Information Processing and Communications Network of Excellence,http://www.quiprocone.org,QUIPROCONE
4328,Promote Chauffeur II,http://www.chauffeur2.net/,CHAUFFEUR II
4329,Quantum computation: novel algorithms and their many-body implementations,http://www.isi.it/research/2000/proposal-qacta.htm,Q-ACTA
4330,ParcelCall - An Open Architecture for Intelligent Tracing Solutions in Transport and Logistics,http://www.parcelcall.com,PARCELCALL
4331,Intelligent Transport Services over Wireless Application Protocol,http://www.ertico.com/activiti/projects/itswap/home.htm,ITSWAP
4332,"Integrated software for health, transport efficiency and artistic heritage recovery (ISHTAR)",http://www.ishtar-fp5-eu.com/,ISHTAR
4336,Biomechanical approach to the design of footwear for the elderly,http://www.ibv.org/fit4feet,ELDERLY
4348,Advanced Display for Car Information Systems,http://www.pixtech.com,ADCIS
4349,New media consumption in Extended interactive TeleVision environment,http://www.extra.research.philips.com/euprojects/nextv,NEXTV
4350,Biomolecule driven assembly of nanoparticle based electronic devices,http://www.boku.ac.at/zuf/bioand.htm,BIOAND
4351,Transport Intermodality Data sharing and Exchange NeTworks,http://www.ertico.com/links/trident.htm,TRIDENT
4352,Pre-crash Application All Around The Vehicle,http://www.chameleon-eu.org,CHAMELEON
4353,Annotated Digital Video for Surveillance and Optimised Retrieval,http://www-sop.inria.fr/orion/ADVISOR,ADVISOR
4354,Fitness-for-Purpose of Person-Person Communication Technologies,http://www.informatics.sintef.no/projects/eye2eye,EYE-2-EYE
4355,Interconnected Embedded Technology for Smart Artefacts with Collective Awareness,http://www.smart-its.org/,SMART-ITS
4356,SHAPE - Situating Hybrid Assemblies in Public Environments,http://www.shape-dc.org/,SHAPE
4357,Ubiquitous Personalised Interactive Multimedia TV Systems and Services,http://www.uni-paderborn.de/pc2/projects/up-tv/,UP-TV
4358,Using Intranet Technologies To Support Continuous Improvement In SME's,http://www.i2s.gr/cintranet/cintranet.html,CINTRANET
4359,CARDME-4,http://www.cardme.org,CARDME-4
4360,Uncertain Knowledge Maintenance and Revision in Geographic Information Systems,http://igm.univ-mlv.fr/~jeansoul/REVIGIS/,REVIGIS
4362,Automated Verification of Infinite State Systems,http://www.informatik.uni-freiburg.de/~softech/research/projects/aviss/,AVISS
4363,Effective Computational Geometry for Curves and Surfaces,http://www-sop.inria.fr/prisme/ECG/,ECG
4365,Advanced Validation Techniques for Telecommunication Protocols,http://www.liafa.jussieu.fr/~haberm/ADVANCE/main.html,ADVANCE
4366,Metropolitan Terabit Optical Ring,http://www.ist-optimist.org,METEOR
4369,Quantum Based Information Processing and Transfer Using Single Atoms and Photons,http://www.ph.ic.ac.uk/qubits/,QUBITS
4370,SUSTAINABLE LIFECYCLES IN INFORMATION ECOSYSTEMS,http://www.cisa.inf.ed.ac.uk/SLIE/,SLIE
4371,NANORESONATORS WITH INTEGRATED CIRCUITRY FOR HIGH SENSITIVITY AND HIGH SPATIAL RESOLUTION MASS DETECTION,http://einstein.uab.es/_c_nanomass/,NANOMASS
4372,Blind Source Separation and Applications,http://www.lis.inpg.fr/pages_perso/bliss/,BLISS
4373,Evolution and Ecology of Interacting Infohabitants,http://www.ee.ic.ac.uk/research/neural/eeii.html,EE II
4375,Study for the construction of a Quantum Information Processing Device using Doped Fullerenes,http://planck.thphys.may.ie/QIPDDF,QIPD-DF
4376,Administering Connected Co-Operative Residential Domains,http://www.sics.se/accord/,ACCORD
4377,Advanced unified lateral DMOS transistor model for automotive circuit simulation,http://www.automacs.org,AUTOMACS
4380,EUROPRACTICE IC service: Access to CAD tools and access to IC technologies for prototyping and small volume manufacture,http://www.imec.be/europractice/,EUROPRACTICE IC
4382,European advanced centres for coordinating and enabling support in long-term silicon research,http://www.imec.be/EURACCESS/,EURACCESS
4385,Novel Techniques for Describing Shapes in Computer Graphics and Image Processing,http://skynet.liacs.nl/nodes/bin/nodes.cgi,NODES
4386,Flexible bench for architecture prototyping,http://www.flextel.it/prodotti/flexbench.htm,FLEXBENCH
4387,Sige channel and source/drain engineering for deep sub-micron CMOS,HTTP://www.imec.be/EURACCESS/SIGMOS/Welcome.html,SIGMOS
4388,Semiconductor Equipment Assessment Dissemination,http://www.sea.rl.ac.uk/index.htm,SEAD
4389,System design industry council of European telecom industries,HTTP://www.ecsi.org/ecsi/projects/sydic,SYDIC-TELECOM
4390,Large Optical Bandwidth by amplifier Systems based on TEllurite fibres doped with Rare earths,http://www.ist-optimist.org/,LOBSTER
4393,Object-oriented co-design and functional test techniques,http://odette.offis.de,ODETTE
4394,SiGe hetero MOS- and MOSFET's for ultimate scaling towards sub 100 nanometer,http://www.imec.be/sigmund/,SIGMUND
4396,"Stress minimization on deep sub-micron CMOS processes, measured by a high spatial resolution technique, and its application to 0.15 micron non volatile memories",http://stream.bo.cnr.it,STREAM
4398,Reliable Ultra-Bright Laser Diode Sources for Terabit Telecommunications and Photodynamic Therapy Applications,http://www.ist-optimist.org/,ULTRABRIGHT
4399,Amber/Green Emitters targeting High Temperature Applications,http://www.nmrc.ie/projects/agetha/,AGETHA
4400,Wide Aperture Coherent Laser Diodes for Erbium Doped Fibre Amplifiers,http://www.ist-optimist.org/,WILD
4401,High Temperature Electronics Network 3,http://www.hiten.com/,HITEN 3
4402,Advanced LINUX-Based pRoducts for Embedded telecommunication solutions,http://www.teletel.gr/libre/index.htm,LIBRE
4403,Optical Compensation For Displays,http://www.lcr.thomson-csf.com/projects/flyer_ocdis.pdf,OCDIS
4404,Free/Libre and Open Source Software: survey and study,http://www.infonomics.nl/FLOSS/,FLOSS
4406,Approximation and On-line Algorithms,http://www.informatik.uni-kiel.de/inf/Jansen/appol/,APPOL
4407,Mobile IP based Network Developments,http://www.ist-mind.org/,MIND
4409,Ferroelectric CVD layers for memory applications,http://www.sea.rl.ac.uk/NewSEA/newpubs/Feclam/Feclam_synopsis.pdf,FECLAM
4410,Ambient Agoras: Dynamic Information Clouds in a Hybrid World,http://www.ambient-agoras.org,AMBIENT AGORAS
4411,Extraction and synthesis of environmental information from multi-source data,http://www.nrsc.no/~envis/,FET-ENVIS
4413,Ballistic Double Electron Waveguide for Potential Use in Analog-to-digital conversion.,http://www.istproject.com/dew/,DEW
4414,Secure and Safe Systems based on Static Analysis,http://www.doc.ic.ac.uk/~siveroni/secsafe/,SECSAFE
4415,GLOBAL SMART SPACES,http://www.gloss.cis.strath.ac.uk/,GLOSS
4416,Self-assembly with carbon nanotubes: towards devices for information processing,http://saturn.crm-paris.com,SATURN
4417,Customer-Adaptive Web Interface for the Configuration Of products and services with Multiple Suppliers,http://www.cawicoms.org,CAWICOMS
4418,Randomized and Approximate Computation,http://www.maths.ox.ac.uk/rand-apx/,RAND-APX
4419,Gallium Arsenide Second-Window Quantum Dot Lasers,http://www.ist-optimist.org/,GSQ
