acronym,title,foundProjectUrl1,classification
ACOFC,Advanced Controllers and Observers Development for Fuel Cell based Generation Systems,http://www.iri.upc.edu/project/show/112,0
AMPHIOXUSNOS,Study of Nitric Oxide Synthase in Amphioxus,http://szn.incipit4.webfactional.com/index.php/it/ricerca/biologia-ed-evoluzione-organismi-marini/progetti-di-ricerca/amphioxusnos,0
FLEXSENS,FlexSens Chemical Sensors for the 21st Century,http://www.foodmicrosystems.eu/wp-content/uploads/FoodMicroSystems-D1.3.2013.pdf,0
COMPUTEDRUG,Ab initio Statics and Molecular Dynamics Simulation of Olefin Metathesis Catalysts for pharmacological purposes,http://stark.udg.edu/iqcc/index.php/projects,0
ASPECSS,Assessment methodologies for forward looking Integrated Pedestrian and further extension to Cyclists Safety Systems,http://www.transport-research.info/project/assessment-methodologies-forward-looking-integrated-pedestrian-and-further-extension,1
MUSCLE REPAIR MDX,Molecular mechanisms involved in skeletal muscle repair and muscular dystrophy,http://portal.nifa.usda.gov/web/crisprojectpages/0084530-molecular-mechanisms-regulating-skeletal-muscle-growth-and-differentiation.html,0
ADAPTPOLY,Adaptive polymer assemblies,https://biblio.ugent.be/project/41MC5611,0
DISSETTLE,Dispute Settlement in Trade Training in Law and Economics,http://dissettle.org/,1
STAYCOOL,Lightweight long endurance body cooling for fire fighters,http://www.staycooleu.com/wp-content/uploads/2011/09/STAY-COOL_EURATEX.pptx,0
SUNJET,SUstainable Network for Japan Europe aerospace research and Technology cooperation,http://sunjet-project.eu/,1
DICO(RE)2S,Discount Coupon Recommendation and Redemption System,http://www.aitek.it/EN/MULTIMEDIA/?p=4,0
FATIMA,Fatigue testing of CFRP materials,http://www.2020-horizon.com/FATIMA-Fatigue-testing-of-CFRP-materials(FATIMA)-s4498.html,1
REPROGRAMMING FOR PD,Cell fusion mediated reprogramming as neuronal rescue mechanism in Parkinson s disease,http://www.dopaminet.eu/page.php?26,1
FARMPATH,Farming Transitions Pathways Towards Regional Sustainability of Agriculture in Europe,http://www.farmpath.eu/,1
COPEWELL,A new integrative framework for the study of fish welfare based on the concepts of allostasis appraisal and coping styles,http://www.copewell.eu/,1
CLIM-RUN,Climate Local Information in the Mediterranean region Responding to User Needs,http://www.climrun.eu/,1
HUMVAR,Human variation causes patterns and consequences,https://en.wikipedia.org/wiki/Talk:Race_(human_classification)/Archive_31,0
VOCAL ATHLETES,Vocal athletes Behavioural and brain bases for phonetic aptitude in monolingual and bilingual learners of a foreign language,http://www.2020-horizon.com/BCBL-BASQUE-CENTER-ON-COGNITION-BRAIN-AND-LANGUAGE-p18554g1.html,0
GAMMA-A,Galileo Receiver for Mass Market Applications in the Automotive Area,http://esplab.epfl.ch/page-9472.html,0
GRAMMAR,Galileo Ready Advanced Mass MArket Receiver,http://www.transport-research.info/project/galileo-ready-advanced-mass-market-receiver,1
AID RECRUITMENT,Targeting of DNA deaminase AID via transcription and the RNA pol II elongation complex,http://www.nature.com/ncomms/2014/140613/ncomms5137/full/ncomms5137.html,0
NHS,Roles of Hydrogen Sulfide and its Metabolites in Neutrophil Function and Redox Signaling,http://www.osti.gov/nle/topicpages/h/highly+toxic+herbicides.html,0
EFFACEUR,InnovativE anti graFFiti product for Application in the Cultural Heritage of EURope,http://www.ectp.org/documentation/Conference2011/3%20Cultural%20Heritage/6%20EFFACEUR.pdf,0
AY-WB EFFECTORS,A characterization of the effectors of a plant pathogen,http://www.2020-horizon.com/AY-WB-EFFECTORS-A-characterization-of-the-effectors-of-a-plant-pathogen-(AY-WB-EFFECTORS)-s4814.html,0
ELECTROGRAPH,Graphene based Electrodes for Application in Supercapacitors,http://www.electrograph.eu/,1
HUMADE,Structural and functional biodiversity of humic matter degrading freshwater microbial communities,http://www.2020-horizon.com/HUMADE-Structural-and-functional-biodiversity-of-humic-matter-degrading-freshwater-microbial-communities(HUMADE)-s4827.html,0
OPTI-FOX,OPTImization of the automated Fitting to Outcomes eXpert with language independent hearing in noise test battery and electro acoustical test box for cochlear implant users,http://otoconsult.com/opti-fox/,0
EUPHRESCO,EUROPEAN PHYTOSANITARY RESEARCH COORDINATION II,http://www.euphresco.org/,1
SECURESTATION,Passenger station and terminal design for safety security and resilience to terrorist attack,http://www.securestation.eu/,1
SUPLIGHT,SuPLight Sustainable and efficient Production of Light weight solutions,http://suplight-eu.org/,1
ALADVS,Antigenic landscape analysis of dengue virus serotypes,http://www.researchranking.org/index.php?action=partner&p=dPK,0
BRIDGE,Brain BehaviouR InterDisciplinary rEsearch,http://bbl.unige.ch/bridge/fellowships/,1
OSTLER,Optimised storage integration for the electric car,http://www.horiba-mira.com/research/ostler,0
FAMILIY POLARIZATION,STRATIFIED FAMILY DYNAMICS POLARIZING TRENDS IN COUPLE BEHAVIOUR AND PARENTING,https://erc.europa.eu/succes-stories/family-break-turning-corner,0
ENGAGES,ENtanglement renormalization and GAuGE Symmetry,http://www.nature.com/ncomms/2013/131028/ncomms3615/full/ncomms3615.html,0
CANCER THERAPIES,Use of adoptive T cell transfer in combination with oncolytic adenoviruses for cancer treatment,http://www.mdpi.com/2227-9059/2/1/36/htm,0
GEO FLUID,Enhancement of the Material Point Method for fluid structure interaction and erosion,https://www.researchgate.net/publication/284716535_Modelling_fluidisation_and_sedimentation_using_the_material_point_method,0
PARAVAC,Vaccines against helminth infections,http://www.2020-horizon.com/PARAVAC-Vaccines-against-helminth-infections(PARAVAC)-s212.html,0
MULTIPLE-ACCESS QKD,Multiple Access Quantum Key Distribution Networks,http://arxiv.org/pdf/1112.3218,0
HEALTH INC.,Socially inclusive health care financing in West Africa and India Short title Financing health care for inclusion,http://iphindia.org/wp-content/uploads/2015/01/Annual-report-2011-2012.pdf,0
PURE,Pesticide Use and risk Reduction in European farming systems with Integrated Pest Management,https://www.wageningenur.nl/en/show/pure-2.htm,0
ISWA,Immersion in the Science Worlds through Arts,http://www.iswaproject.eu/,0
GREEK WOMEN - DEATH,Greek Women and Death ancient and modern A comparative Analysis,http://en.arch.uoa.gr/research-congresses/programmes/e-j-haalands-project.html,0
IN-SIGHT,In line characterisation of nanoparticles using a combination of analytical techniques in real time,http://www.2020-horizon.com/OSM-DAN-LTD-p3938g1.html,0
QCLASER NOSE,Ultrasensitive Quantum Cascade Laser spectroscopy for the heterodyne detection of exhaled biomarkers,http://www.2020-horizon.com/STICHTING-KATHOLIEKE-UNIVERSITEIT-p308g6.html,1
AMPERE,Assessment of Climate Change Mitigation Pathways and Evaluation of the Robustness of Mitigation Cost Estimates,http://ampere-project.eu/web/index.php?option=com_content&view=article&id=2&Itemid=102,1
IRCOMB,Monolithic Frequency Comb Generators In the Mid Infrared,http://www.2020-horizon.com/IRCOMB-Monolithic-Frequency-Comb-Generators-In-the-Mid-Infrared(IRCOMB)-s5008.html,0
CATAMERS,Catalytic Foldamers Engineering a Second Coordination Sphere Around a Hydrogenase Mimic,http://www.2020-horizon.com/CATAMERS-Catalytic-Foldamers-Engineering-a-Second-Coordination-Sphere-Around-a-Hydrogenase-Mimic(CATAMERS)-s5288.html,0
SUGABACT,THE ROLE OF O GlcNAc IN BACTERIAL SIGNAL TRANSDUCTION AND VIRULENCE,http://www.dundee.ac.uk/research/media/pdf/MayAwards2011.pdf,0
ASSORTMENTCUSTOMIZE,Real time Assortment Customization for Products with Dynamic Content Theory and an Application to Interactive TV,http://www.eur.nl/ese/english/research/quality_and_impact/scientific_impact/awarded_grants_and_prizes/,0
WIDTH,Warehousing images in the digital hospital WIDTH interpretation infrastructure and integration,http://www.mitime.org/width/index.htm,0
ADVROOTAGESTRIG2010,Age related changes in strigolactone control of adventitious root initiation,https://biblio.ugent.be/project/41MC6610,0
PREDICT,EVALUATION OF LIPID LEVELS PRIOR AND DURING GESTATION AND ASSOCIATION WITH ADVERSE PREGNANCY OUTCOMES AND SUBSEQUENT DEVELOPMENT OF TRUE DYSLIPIDEMIA POPULATION BASED STUDY,http://sorokacrc.med.ad.bgu.ac.il/Grants.html,0
DISC-MS,DiSC MS Direct Single cell Mass Spectrometry a novel analytical platform for monitoring the metabolism at single cell level,http://www.ugresearchsci.ucla.edu/328_cat_18_science-poster-day-deans-prize-winners.htm,0
PRE-MRNA SPLICING,Coordinated regulation of transcription and pre mRNA splicing at gene promoters,http://www.2020-horizon.com/PRE-MRNA-SPLICING-Coordinated-regulation-of-transcription-and-pre-mRNA-splicing-at-gene-promoters(PRE-MRNA-SPLICING)-s5448.html,0
TDCCPCS,Targeted delivery of charged membrane impermeant compounds to pain sensing and cancer cells,http://www.eeas.europa.eu/delegations/israel/documents/eu_israel/fp7_projects.xls,0
MICRORNA FBDD,Towards microRNA modulators by fragment based drug discovery FBDD approaches,http://www.future-science.com/doi/full/10.4155/fmc.13.197,0
SMS,Scepticism metaphysics and sciences,http://www.2020-horizon.com/SMS-Scepticism-metaphysics-and-sciences(SMS)-s5398.html,1
ISOGLASS,Archaeometric investigation of ancient glass identification of the sources of Cu Sb and Ti via isotopic analysis using laser ablation multi collector ICP mass spectrometry,https://biblio.ugent.be/project/41MC2210,0
MOLECULARDOCTORS,RNA codified release of cytotoxic peptides from PNA prodrugs as a new therapeutic approach to cancer,http://www.2020-horizon.com/HUMBOLDT-UNIVERSITAT-ZU-BERLIN-p1801g2.html,0
FOLDAPOP,An Integrated Peptide and Foldamer Chemistry Approach Towards Pro apoptotic TRAIL Mimetics,http://www.academia.edu/14602940/Methodological_study_of_the_peptide_coupling_of_the_N-deactivated_stable_proline_surrogate_CF3-pseudoproline,0
QURELSIM,Quantum Simulations of Relativistic Systems,https://issuu.com/innobasque/docs/cuaderno_estrategico_2011_1_,0
IMNOXE,IMPROVEMENT OF NOx EMISSIONS THROUGH SATELLITE NO2 RETRIEVALS AND GROUND OBSERVATIONS,http://faculty.itu.edu.tr/kaynakbu/,0
REGENERATE,Molecular biology of cell wall regeneration in L form bacteria,http://www.ncl.ac.uk/media/wwwnclacuk/research/files/FP7-at-newcastle-volume3-2012.pdf,0
PARADISE,Parameterization of computational domains for isogeometric analysis,http://www.ag.jku.at/forsch_en.htm,0
DISCONV,DISCRETE AND CONVEX GEOMETRY CHALLENGES METHODS APPLICATIONS,http://www.renyi.hu/disconv.html,0
TRANSPLANT,Regulation of transposable elements in plants and impact on genome evolution,http://phys.org/news/2012-06-mobile-mites-fame-gene.html,0
MIGROS,Microscopy of Interacting fermi Gases high Resolution Imaging and Statistical properties,http://www.springer.com/cda/content/document/cda_downloaddocument/news1207us_NEWS.csv?SGWID=0-0-45-1335006-0,0
VEGFENOL,Inhibition of VEGF signalling by dietary polyphenols as a plausible mechanism for their health benefits,http://www.2020-horizon.com/VEGFENOL-Inhibition-of-VEGF-signalling-by-dietary-polyphenols-as-a-plausible-mechanism-for-their-health-benefits(VEGFENOL)-s5707.html,0
OPTIBODY,Optimized Structural components and add ons to improve passive safety in new Electric Light Trucks and Vans ELTVs,http://optibody.unizar.es/,1
PHOTOTRAP,Photo Triggered Reversible Assembly of Polymers in Water,http://www.2020-horizon.com/THE-CHANCELLOR-MASTERS-AND-SCHOLARS-OF-THE-UNIVERSITY-OF-CAMBRIDGE-p166g18.html,0
NANOLEDS,A Novel Approach to the Fabrication of Nanoscale Light Emitting Diodes,http://www.feezellgroup.com/#!research/galleryPage,0
ESTROVARYTUMOUR,Investigating the Roles and Mechanisms of Action of Estrogens via Estrogen Receptor in Granulosa Cell Tumours of the Ovary,http://www.2020-horizon.com/UNIVERSITE-PARIS-DIDEROT-PARIS-7-p640g1.html,0
JACKALS,Measuring Levels of MHC diversity between free ranging and potentially isolated populations of Black backed jackals Canis mesomelas,http://www.tanzaniacarnivores.org/information/library,0
ECCSEL,European Carbon Dioxide Capture and Storage Laboratory Infrastructure,http://www.eccsel.org/,1
SEA2GRID,Grid connection of Wave Energy Converters investigation on storage requirements and solutions,http://www.mdpi.com/1996-1073/6/5/2481/htm,0
OPTIMUNISE,Optimising the impact and cost effectiveness of child health intervention programmes of vaccines and micronutrients in low income countries,http://www.indepth-network.org/projects/optimunise,1
LIGHTER,Elongator role in light induced gene expression from upstream activators to gene targets and mechanism behind the regulation of RNAPII transcription elongation,https://www.scribd.com/doc/190107085/Fundamental-Molecular-Biology,0
IPMAGNA,Imaging the Plasmonic Activity of Magnetic Nanostructures,http://proyectos.bibliotecas.csic.es/sp/assets/users/_lralvarez/file/Proyectos_FP7_elegibles_APCS_OA_Junio2015%20pdf.pdf,0
NMRSOFC,In Operando Solid State Nuclear Magnetic Resonance Spectroscopy Studies of Anionic Conductors for Solid Oxide Fuel Cell,http://www.2020-horizon.com/THE-CHANCELLOR-MASTERS-AND-SCHOLARS-OF-THE-UNIVERSITY-OF-CAMBRIDGE-p166g18.html,0
LAMBLADE,Development and provision of a numerical model to solve laminar turbulent boundary layer transition and boundary layer velocity profiles for unsteady flow conditions,http://www.cleansky.eu/sites/default/files/documents/grc_1_-_lamblade.pdf,0
TB HOST GENES,TB host genes,http://sydney.edu.au/research/opportunities/opportunities/106,0
DYNAMICOL,Ultrafast Charge Transfer in ion atom collision investigated by Molecular Quantum Dynamics Methods,http://www.2020-horizon.com/POLITECHNIKA-GDANSKA-p7450g1.html,0
MACNEMS,Mechanical Amplification in Carbon based NanoElectroMechanical Systems,http://www.icn.cat/publications/corporate/annual-reports/2011/index.php/appendix/active-projects-icn-2011,0
FUNBIO,Fungi in white biotechnology Expression of novel lignocellulose degrading enzymes,https://tuhat.halvi.helsinki.fi/portal/en/person/skhilden,0
GRODYNET,Group based Dynamics on Complex Networks,https://issuu.com/revistaurv/docs/6227_revista_urv_novembre_14_2_trad,0
BRCA2-RAD51,The use of fragment based drug discovery to develop novel small molecules that modulate the BRCA2 RAD51 interaction for the treatment of cancer,http://www.cam.ac.uk/research/news/small-is-beautiful-in-drug-discovery,0
TO COME,Towards CMOS compatible molecular electronics,http://www.research.ibm.com/labs/zurich/EUProjects.html,0
CARING,Contribution of Airlines for the Reduction of Industry Nuisances and Gases,http://www.cleansky.eu/sites/default/files/documents/Activities/SGO3/CARING.pdf,0
METALWALKER,Synthetic kinesin analogues A transition metal complex that can walk,http://www.nanowerk.com/nanotechnology-news/newsid=33486.php,0
SONEWIPS,SONACA Contribution to an Electro thermal Wing Ice Protection System,http://www.cleansky.eu/sites/default/files/documents/cs-list-partners.pdf,0
DINNO-CROR,Design of innovative CROR blade and pylon,http://aero.uc3m.es/docs/CV_YB_UC3M.pdf,0
DECROR,Structural design of a counter rotating open rotor,http://www.uaitie.es/RssHyperLink.ashx?Idioma=e42eb26e-244f-4010-929b-b42df426b3c7&Web=e8d948e0-b75e-4537-8e16-687622b6b7ce&Menu=839d71c8-1079-4a2a-ad7a-e4ac163c41fd&Canal=7956f09c-5591-4226-9135-93412d28c85e,0
IDOHAP,INNOVATIVE DESIGN OF HUBS AND PROPELLERS,http://www.cleansky.eu/sites/default/files/documents/cs-list-partners.pdf,0
