,acronym,title,foundProjectUrl1,classification
4268,ACTIBIO,Unobtrusive Authentication Using Activity Related and Soft Biometrics,http://www.actibio.eu/,1
4271,PRESIOUS,PREdictive digitization reStoration and degradatIOn assessment of cultUral heritage objectS,http://presious.eu/,1
4272,OPTIMIS,Optimized Infrastructure Services,http://optimis-project.eu/,1
4273,EUROFOT,euroFOT European Field Operational Test on active safety functions in vehicles,http://www.eurofot-ip.eu/,1
4274,DOTSENSE,Group III nitride quantum dots as optical transducers for chemical sensors,http://www.dotsense.eu/about_us/scientific_mission.php,1
4275,EIFFEL,Evolved Internet Future for European Leadership,http://www.fp7-eiffel.eu/,1
4278,iWIDGET,Improved Water efficiency through ICT technologies for integrated supply Demand side manaGEmenT,http://www.waterwise.org.uk/pages/iwidget-.html,1
4279,CONNECT2SEA,Supporting European Union and Southeast Asia ICT strategic partnership and policy dialogue Connecting ICT EU SEA Research Development and Innovation Knowledge Networks,http://www.connect2sea.eu/,1
4280,M C Squared,A Computational Environment to Stimulate and Enhance Creative Designs for Mathematical Creativity,http://etl.ppp.uoa.gr/_content/Erga_R@D/mc2_en.htm,1
4281,T4ME Net,Technologies for the Multilingual European Information Society,http://www.meta-net.eu/projects/t4me/,1
4284,CHORUS +,Coordinated approacH to the EurOpean effoRt on aUdio visual Search engines,http://istchorus.com/about_chorus.asp,1
4285,RePlay,Reusable low cost platform for digitizing and preserving traditional participative sports,https://www.insight-centre.org/content/replay-reusable-low-cost-platform-digitizing-and-preserving-traditional-participative-sports,1
4290,MULTIPLEX,Foundational Research on MULTIlevel comPLEX networks and systems,http://multiplexproject.eu/,1
4292,CHOReOS,Large Scale Choreographies for the Future Internet,http://www.choreos.eu/,1
4293,PlanetData,PlanetData,http://www.planet-data.eu/,1
4294,PRESEMT,Pattern REcognition based Statistically Enhanced MT,http://www.presemt.eu/,1
4297,A4CLOUD,Accountability For Cloud and Other Future Internet Services,http://www.a4cloud.eu/,1
4298,ENSEMBLE,Envisioning Supporting and Promoting Future Internet Enterprise Systems Research through Scientific Collaboration,http://www.futureenterprise.eu/groups/envisioning-supporting-and-promoting-future-internet-enterprise-systems-research-through,1
4299,SCoRPiO,Significance Based Computing for Reliability and Power Optimization,http://www.scorpio-project.eu/,1
4301,DebugIT,Detecting and Eliminating Bacteria UsinG Information Technologies,http://www.empirica.biz/projects/ehealth/details.html?projectid=62,1
4303,plugIT,Business and IT Alignment using a Model Based Plug in Framework,http://plug-it-project.eu/ADOwebCMS/transformHTMLIntro/22.html,1
4304,XIFI,eXperimental Infrastructures for the Future Internet,https://www.fi-xifi.eu/home.html,1
4305,NANO RF,CARBON BASED SMART SYSTEMS FOR WIRELESS APPLICATIONS,http://project-nanorf.com/,1
4306,VENUS-C,Virtual multidisciplinary EnviroNments USing Cloud infrastructures,http://www.venus-c.eu/,1
4307,OpenAIRE,Open Access Infrastructure for Research in Europe,http://www.d4science.eu/node/638,1
4308,HANDiCAMS,Heterogeneous Ad hoc Networks for Distributed Cooperative and Adaptive Multimedia Signal Processing,http://www.handicams-fet.eu/,1
4309,ManuSkills,Envisioning an advanced ICT supported build up of manufacturing skills for the Factories of the Future,https://www.hipeac.net/network/projects/6784/manuskills/,1
4311,OPEN-SME,Open Source Software Reuse Service for SMEs,http://opensme.eu/,1
4314,ARUM,ADAPTIVE PRODUCTION MANAGEMENT,http://www.arum-project.eu/,1
4315,AGILE,RAPIDLY DEPLOYABLE SELF TUNING SELF RECONFIGURABLE NEARLY OPTIMAL CONTROL DESIGN FOR LARGE SCALE NONLINEAR SYSTEMS,http://www.agile-fp7.eu/default.asp?node=page&id=220&lng=2,1
4317,COCONUT,COst effective COhereNt Ultra dense WDM PON for lambda To the user access networks,http://www.ict-coconut.eu/index.php/about-coconut,1
4318,PONTE,Efficient Patient Recruitment for Innovative Clinical Trials of Existing Drugs to other Indications,http://www.ponte-project.eu/,1
4319,LEADS,LEADS Large Scale Elastic Architecture for Data as a Service,http://www.leads-project.eu/,1
4320,AutoNet2030,Co operative Systems in Support of Networked Automated Driving by 2030,http://www.autonet2030.eu/,1
4323,IMPART,Intelligent Management Platform for Advanced Real Time media processes,https://impart.upf.edu/,1
4326,PaaSage,PaaSage Model Based Cloud Platform Upperware,http://www.paasage.eu/,1
4327,ASAP,An Adaptive highly Scalable Analytics Platform,http://www.asap-fp7.eu/,1
4329,Idealist2011,Trans national cooperation among ICT National Contact Points,http://www.utia.cas.cz/projects/833,1
4331,NANO-TEC,ECOSYSTEMS TECHNOLOGY and DESIGN for NANOELECTRONICS,https://www.fp7-nanotec.eu/,1
4334,OS4ES,Open System for Energy Management,http://os4es.eu/,1
4336,FiPS,Developing Hardware and Design Methodologies for Heterogeneous Low Power Field Programmable Servers,https://www.fips-project.eu/wordpress/,1
4337,SPLENDID,Personalised Guide for Eating and Activity Behaviour for the Prevention of Obesity and Eating Disorders,http://splendid-program.eu/,1
4339,OPTIMUS,OPTIMising the energy USe in cities with smart decision support system OPTIMUS,http://optimus-smartcity.eu/,1
4340,CA-RoboCom,Coordination Action for the design and description of the FET Flagship candidate Robot Companions for Citizens,http://www.robotcompanions.eu/project,1
4343,FLEX,FIRE LTE testbeds for open experimentation,http://flex-project.eu/,1
4344,EUCogII,2nd European Network for the Advancement of Artificial Cognitive Systems Interaction and Robotics,http://eucognition.org/,1
4345,i-Treasures,Intangible Treasures Capturing the Intangible Cultural Heritage and Learning the Rare Know How of Living Human Treasures,http://www.i-treasures.eu/,1
4347,ENOSYS,IntEgrated ModelliNg and Synthesis tOol flow for Embedded SYStems Design ENOSYS,http://www.date-conference.com/node/5106,1
4348,p-medicine,From data sharing and integration via VPH models to personalised medicine,http://p-medicine.eu/,1
4350,NEPHRON+,ICT enabled Wearable Artificial Kidney and Personal Renal Care System,http://www.nephronplus.eu/,1
4351,EULER,Experimental UpdateLess Evolutive Routing,http://www-sop.inria.fr/mascotte/EULER/wiki/,1
4355,LAWA,Longitudinal Analytics of Web Archive data,http://www.lawa-project.eu/,1
4357,SERAMIS,Sensor Enabled Real World Awareness for Management Information Systems,http://seramis-project.eu/,1
4358,EAST-HORIZON,Fostering Dialogue and Cooperation between the EU and EECA in the HORIZON 2020 perspective,http://eeca-ict.eu/about-partners/east-horizon/overview,1
4360,ASPIRE,Advanced Sensors and lightweight Programmable middleware for Innovative Rfid Enterprise applications,http://www.fp7-aspire.eu/,1
4361,HBP,The Human Brain Project,https://www.humanbrainproject.eu/,1
4362,ANIKETOS,Secure and Trustworthy Composite Services,http://www.aniketos.eu/,1
4364,TRANSWORLD,Redefining the transatlantic relationship and its role in shaping global governance,http://www.iai.it/en/ricerche/transworld-redefining-transatlantic-relationship-and-its-role-shaping-global-governance,1
4365,HYTECH,HYDRODYNAMIC TRANSPORT IN ECOLOGICALLY CRITICAL HETEROGENEOUS INTERFACES,http://hytech.dii.unipd.it/hytech/,1
4371,ECOWATER,Meso level eco efficiency indicators to assess technologies and their uptake in water use sectors,http://environ.chemeng.ntua.gr/ecowater/,1
4373,ITESLA,Innovative Tools for Electrical System Security within Large Areas,http://www.gridinnovation-on-line.eu/Articles/Library/ITesla.kl,1
4380,ULITES,Ultra lightweight structures with integrated photovoltaic solar cells design analysis testing and application to an emergency shelter prototype,http://www.cimne.com/websasp/ulites/objectives.asp,1
4381,CASCADE,CAtastrophic Shifts in drylands how CAn we prevent ecosystem DEgradation,http://www.cascade-project.eu/,1
4386,ADMIT,Agent Oriented Distributed Data Mining using Computational Statistics,http://www.2020-horizon.com/ADMIT-Agent-Oriented-Distributed-Data-Mining-using-Computational-Statistics(ADMIT)-s18968.html,1
4388,STRONGGRAVITY,Probing Strong Gravity by Black Holes Across the Range of Masses,http://stronggravity.eu/,1
4391,EUROVIP,Virtual Integrated Partnering VIP for SME service technology and information providers in the European maritime sector,http://www.transport-research.info/project/virtual-integrated-partnering-vip-sme-service-technology-and-information-providers-european,1
4393,COREPOL,Conflict Resolution Mediation and Restorative Justice and the Policing of Ethnic Minorities in Germany Austria and Hungary,http://www.corepol.eu/,1
4394,ACOUTRAIN,Virtual certification of acoustic performance for freight and passenger trains,http://www.acoutrain.eu/,1
4395,INTREC,INDEPTH Training and Research Centres of Excellence,http://www.intrec.info/,1
4396,HIPAD,High Density Peptide MicroArrays and high throughput label free detection of peptides modifications and interactions,http://hipad.ku.dk/,1
4401,EUROPHA,Novel technology to boost the European Bioeconomy reducing the production costs of PHA biopolymer and expanding its applications as 100 compostable food packaging bioplastic,http://www.tecnopackaging.com/en/news/34-proyecto-europha-envases-con-plasticos-biodegradables-2.html,1
4403,SUSTAIN EU-ASEAN,SUSTAIN EU ASEAN Sustain and enhance cooperation on sustainable development between Europe and Southeast Asia,https://sustain-eu-asean.net/,1
4406,SUNLIBB,Sustainable Liquid Biofuels from Biomass Biorefining,http://www.york.ac.uk/org/cnap/SUNLIBB/,1
4407,HUMUNITY,Cell Based Models of Human Mucosal Immunity with Multiple Commercial Applications,http://www.humunity.eu/,1
4413,AIRTN-NEXTGEN,Air Transport Network Next Generation,http://www.transport-research.info/project/air-transport-network-%E2%80%93-next-generation,1
4415,ON-TIME,Optimal Networks for Train Integration Management across Europe,http://www.ontime-project.eu/,1
4416,MAGNETIDE,Improved magnets for energy generation through advanced tidal technology,http://www.magnetide.eu/about/,1
4419,BIO4MAP,Transparent and high barrier biodegradable film and sheet for customized Modified Atmosphere food Packaging,http://www.bio4map.eu/,1
4420,CASE,THE CHANGING ARCTIC AND SUB ARCTIC ENVIRONMENT A RESEARCH AND TRAINING PROGRAMME ON MARINE BIOTIC INDICATORS OF RECENT CLIMATE CHANGES IN THE HIGH LATITUDES OF THE NORTH ATLANTIC,http://caseitn.epoc.u-bordeaux1.fr/,1
4421,4DCELLFATE,Developing a global understanding of the PRC and NuRD complexes in stem cell differentiation in health and disease,http://www.4dcellfate.eu/,1
4425,ICE,MagnetoCaloric Refrigeration for Efficient Electric Air Conditioning,http://www.transport-research.info/project/magnetocaloric-refrigeration-efficient-electric-air-conditioning,1
4432,FLUMABACK,Fluid Management component improvement for Back up fuel cell systems,http://www.flumaback.eu/,1
4433,TINN,Evaluation of antibiotics ciprofloxacin and fluconazole for the treatment of infections in preterm and term neonates,http://tinn-project.org/,1
4435,MODAIR,Co modal Airport,http://www.spanishrailwaysnews.com/noticias.asp?not=295&cs=spai,1
4437,GENESIS,Groundwater and dependent Ecosystems NEw Scientific basIS on climate change and land use impacts for the update of the EU Groundwater Directive,http://www.bioforsk.no/ikbViewer/page/prosjekt/hovedtema?p_dimension_id=16858&p_menu_id=16904&p_sub_id=16859&p_dim2=16860,1
4442,SYS-MEL,SYSTEMS BASED VIEW OF MELANOMA PROGRESSION TOWARDS NOVEL DIAGNOSTIC AND THERAPEUTIC APPLICATIONS,http://www.oncomark.com/go/research/melanoma/sys-mel-systems-based-view-of-melanoma-progression-towards-novel-diagnostic-and-therapeutic-applications-171,1
4444,OXFLOC,Integrated water treatment in a one stage oxidative adsorptive process to degrade and remove harmful substances,http://www.igb.fraunhofer.de/en/competences/physical-process-technology/process-and-wastewater-purification/oxfloc.html,1
4450,ICE-DIP,Intel CERN European Doctorate Industrial Program,http://openlab.web.cern.ch/ice-dip,1
4457,INNHF,Innovation through human factors in risk analysis and management,http://www.innhf.eu/index.php/10-home,1
4458,OSIRIS,Optimal Strategy to Innovate and Reduce energy consumption In urban rail Systems,http://www.osirisrail.eu/,1
4461,TRANSPOL,Transport and signalling in Polarized Cells,http://www.transpol-itn.eu/,1
4462,EUROCOORD,European Network of HIV AIDS Cohort Studies to Coordinate at European and International Level Clinical Research on HIV AIDS,http://www.eurocoord.net/,1
4465,BREAD-GUARD,Development of a cost efficient precise and miniaturized sensor system for quality and performance control in baking processes,http://www.breadguard.eu/,1
4466,PARRISE,Promoting Attainment of Responsible Research and Innovation in Science Education,http://www.parrise.eu/,1
4467,WHRI-ACADEMY,WILLIAM HARVEY INTERNATIONAL TRANSLATIONAL RESEARCH ACADEMY,http://whri-academy.eu/,1
4468,FOSTER-ROAD,Future of Surface Road Transport European Resarch,http://www.transport-research.info/project/future-surface-road-transport-european-resarch,1
4476,WALLTRAC,The Plant Cell Wall Training Consortium,http://www.walltrac-itn.eu/walltrac-itn,1
4482,FFW,Liquid and gas Fischer Tropsch fuel production from olive industry waste fuel from waste,http://www.isafom.cnr.it/index.php/progetti/progetti-attivi/197-ffw,1
4485,IMMA,Integrating the Multiple Meta Analysis a framework for evaluating and ranking multiple health care technologies,http://www.mtm.uoi.gr/index.php/imma-erc-starting-grant,1
4486,BIOPOOL,SERVICES ASSOCIATED TO DIGITALISED CONTENTS OF TISSUES IN BIOBANKS ACROSS EUROPE,http://www.biopoolproject.eu/,1
4489,BiobankCloud,Scalable Secure Storage of Biobank Data,http://biobankcloud.com/,1
4490,DeSyRe,on Demand System Reliability,http://www.desyre.eu/,1
4492,DWB,Data without Boundaries,http://www.dwbproject.org/,1
4493,STRAIGHTSOL,STRAtegies and measures for smarter urban freIGHT SOLutions,http://www.straightsol.eu/,1
4494,NEWLANCER,New MS Linking for an Advanced Cohesion in Euratom Research,http://www.newlancer.net/,1
4495,BIOFRESH,Biodiversity of Freshwater Ecosystems Status Trends Pressures and Conservation Priorities,http://www.freshwaterbiodiversity.eu/,1
4496,EUROCALIN,EUROpean consortium for antiCALINs as next generation high affinity protein therapeutics,http://eurocalin-fp7.eu/,1
4499,FERTIPLUS,FERTIPLUS Reducing mineral fertilisers and agro chemicals by recycling treated organic waste as compost and bio char products,http://www.fertiplus.eu/Fertiplus/index.xhtml,1
4501,CGS EUROPE,Pan European coordination action on CO2 Geological Storage,http://www.cgseurope.net/,1
4502,QUANTOMICS,From Sequence to Consequence Tools for the Exploitation of Livestock Genomes,http://www.quantomics.eu/,1
4505,ESTABLISH,European Science and Technology in Action Building Links with Industry Schools and Home,http://establish-fp7.eu/,1
