acronym,title,projectUrl
SAGRES,Services Activations for GRowing Eurosur's Success,http://www.copernicus-sagres.eu
NEUROCHOICE,Neural Mechanisms of Emotional Economic Interactions,
SNIFFER,Sensory devices network for food supply chain security,
ELECTROCHEM,FUEL CELL STACK ASSEMBLY AND DIAGNOSTICS,
IMAT,INTELLIGENT MOBILE MULTIPURPOSE ACCURATE THERMOELECTRICAL (IMAT) DEVICE FOR ART CONSERVATION,
AMLIGHT,Development of an Automatic harvesting system for green asparagus with stalk detection in Ambient Light,
APO-DECIDE,Apoptosis Modelling for Treatment Decisions in Colorectal Cancer,http://www.apodecide.eu/
DIRA-GREEN,Enable the powder metallurgy process to expand to new markets with more reliable parts and lower manufacturing costs through the inspection of green parts,
MB OSTEOARCHAEOLOGY,Osteoarchaeology of the Dutch Middenbeemster Post-Medieval Cemetery: Lifeways of a Colonizing Farming Community during the Little Ice Age,
V-FEATHER,InnoVative Flexible Electric Transport,
AEROTRAIN,"AEROdynamics
Total Regulatory Acceptance for the Interoperable Network",
SKINSPECTION,MULTIMODAL SKIN INSPECTION WITH HYBRID ACOUSTIC & OPTICAL SPECTROSCOPIC IMAGING,
BACSIN,Bacterial Abiotic Cellular Stress and Survival Improvement Network,http://www.unil.ch/bacsin/
NORDICBALTSAT,Utilizing the existing and emerging potential of Nordic-Baltic dimension in critical satellite technologies and applications,http://www.nordicbaltsat.eu/
COFSEP,Analysis of cooperation opportunities for Europe in future space exploration programmes,
3SR,Sustainable Solutions for Small Ruminants,
CISSTEM,Cis-regulatory logic of the transcriptional control in neural stem cells,http://www.cisstem.eu/
SYNFLOW,Innovative Synthesis in Continuous-Flow Processes for Sustainable Chemical Production,http://www.synflow.eu
EUROCANCERCOMS,Establishing an efficient network for cancer communication in Europe,
SOFIA,Enhancement of Crete’s potential for a dedicated calibration facility for satellite radar altimeters and for tectonic deformation monitoring using continuously operating geodetic arrays,
CRISMA,Modelling crisis management for improved action and preparedness,http://www.crismaproject.eu/
MEDTECHTA,Methods for Health Technology Assessment of Medical Devices: a European Perspective,
INTEGRATE-HTA,Integrated health technology assessment for evaluating complex technologies,http://www.integrate-hta.eu
ADVANCE_HTA,Advancing and strengthening the methodological tools and practices relating to the application and implementation of Health Technology Assessment (HTA),
ESASTAP2,Strengthening the European-South African Science and Technology Advancement Programme,
SMARTCULTURE,SMART CULTURE,
AQUAVALENS,Protecting the health of Europeans by improving methods for the detection of pathogens in drinking water and water used in food preparation,http://aquavalens.org/
CORGARD,Mediterranean red coral management and conservation,
3D MULTISCALE MODEL,Three-dimensional multiscale model for material degradation and fracture in polycrystalline materials,
KNOW-4-DRR,Enabling knowledge for disaster risk reduction in integration to climate change adaptation,
RHOA IN INFLAMMATION,"""role of a small GTPase, RhoA, in skin inflammation""",
MODEL_PREDICTABILITY,Volatility Forecasting Evaluation Framework,
EE-WISE,Energy Efficiency Knowledge Transfer Framework for Building Retrofitting in the Mediterranean Area,
MACSYS,Development of an objective method to perform quality classification of comminuted poultry meat,http://macsysproject.eu
COFUND-CERN-2011,COFUNDing of the CERN Fellowship Programme 2011,
WATER4INDIA,"""Smart, Cost-effective Solutions for Water Treatment and Monitoring in Small Communities in India. Decision Support System Integration.""",
SAVELEC,Safe control of non cooperative vehicles through electromagnetic means,http://savelec-project.eu/
POLAR BEAR GENOME,POLAR BEAR RESPONSE TO GLOBAL WARMING: Insights from shotgun sequencing of the Polar Bear Genome,
DIVERSIFY,Exploring the biological and socio-economic potential of new/emerging candidate fish species for the expansion of the European aquaculture industry,
BABYCARESLEEP,Development of a non-invasive baby sleep monitoring and intelligent control system for the prevention of unexpected death in previously healthy babies and early detection of risky situations,
CCVP,Cross-linguistic and Cross-population Verb Processing,
AGELYSPARK,"""Role of the lysosomal dysfunction during aging, and implication for Parkinson’s Disease.""",
JOBS TO RENT,"""Migration and Temporary Agency Work in the EU welfare, tourist and agricultural sectors""",
FLUARRAY,Development and validation of a microarray based automated diagnostic system for the detection of influenza virus types and subtypes at point-of-care,
COSMA,COHERENT OPTICS SENSORS FOR MEDICAL APPLICATIONS,
MEGAHIT,Megawatt Highly Efficient Technologies for Space Power and Propulsion Systems for Long-duration Exploration Missions,
DESIRE,"""Development and Epilepsy - Strategies for Innovative Research to improve diagnosis, prevention and treatment  in children with difficult to treat Epilepsy""",http://epilepsydesireproject.eu/
FRIVIC,FLUORESCENT ROTORS FOR IMAGING VISCOSITY IN CELLS,
SOLARNET,High-Resolution Solar Physics Network,
T2T-VDG,Transition to turbulence in ventilated double glazing,
EXHOMO,Glycosylation of peptide hormones and extensins from the model plant Arabidopsis thaliana and in-vitro synthesis of glycosylated peptides,
ENTICE,Engineering Tribochemistry and Interfaces with a Focus on the Internal Combustion Engine,
GENOME OBESITY,Causes and consequences of mechanisms underlying genome size obesity,
NPCCRYOET,A combined approach of cryo-electron tomography and protein tagging for elucidating the structural organization of the human Nuclear Pore Complex,
SEX-NGS,"""Sex-linked loci, sexual specialization and local adaptation in Mercurialis annua complex""",
AGRIREFORM,"""Farmers in Brussels: Agricultural Interest Groups and the Common Agricultural Policy, 1967-1992""",
NICHE,Network for Integrated Cellular Homeostasis,
SPECIMEN,STUDY ON THE PROCESSING AND THE PERFORMANCE OF CYANATE ESTER COMPOSITES TOWARDS THE OPTIMIZATION FOR HARSH SERVICE ENVIRONMENTS,
SENTRY,Sustainable Dismantling and Recycling of Metallic Aerostructures,
ATOME,Access to Opioid Medication in Europe,http://www.atome-project.eu/
MAXIMUS,"INNOVATIVE REARING AND STUNNING OF FARMED TURBOT AND SOLE TO MEET FUTURE CHALLENGES
REGARDING QUALITY OF PRODUCTION AND ANIMAL WELFARE",http://dev02.imbera.no/aquaplanmaximus/no/
DECODER,DECiphering the role of long non COding Rna in cancer,
PACEMOD,Development of integrated modelling techniques to assess impacts of climate change on pathogens and water quality,
IMMEEDIA,Immunomodulatory Effects of Exercise in Type 1 Diabetes,
NANOFRABS,Halogen Free Flame Retardant ABS nanocomposites for electric and electronic devices,
CO3,Collaboration Concepts for Comodality,
CHILDREN AND WAR,"""Children in the crossfire: The cumulative effect of political violence, parent-child relations, and individual characteristics, on the development of aggression.""",
EARLYNUTRITION,Long-term effects of early nutrition on later health,http://www.project-earlynutrition.eu/
KIEKIDS,Development of an innovative paediatric formulation of an antiepileptic agent for the treatment of absence epilepsy in children,http://www.kiekids.eu/contact-kiekids.html
CUSTOM,Drugs and Precursor Sensing by Complementing Low Cost Multiple Techniques,
NMPTEAM2,Improving the services of the NMP NCP Network through Trans-national Activities 2,http://www.nmpteam.com
CLEANSEA,"""Towards a Clean, Litter-Free European Marine Environment through Scientific Evidence, Innovative Tools and Good Governance""",
REPOPA,REsearch into POlicy to enhance Physical Activity,
CACOMEL,Nano-carbon based components and materials for high frequency electronics,
PADECL,Advanced Program Analysis Using Declarative Languages,
WASHTECH,"""Water, Sanitation and Hygiene Technologies""",
OPTICHINA,Breeding to Optimise Chinese Agriculture,
CREEA,Compiling and Refining Environmental and Economic Accounts (CREEA),
ORCHESTRA,"""Organising dissemination on Results of projects on Chemical Evaluation, Spreading Techniques for Risk Assessment""",
INNOSHADE,Innovative Switchable Shading Appliances based on Nanomaterials and Hybrid Electrochromic Device Configurations,http://www.innoshade.eu
SCALES,"""Securing the Conservation of biodiversity across Administrative Levels and spatial, temporal, and Ecological Scales""",
GREENSEAS,Development of global plankton data base and model system for eco-climate early warning,
CO2SOLSTOCK,Biobased geological CO2 storage,
INDAM-COFUND,INdAM FELLOWSHIPS IN MATHEMATICS AND/OR APPLICATIONS FOR EXPERIENCED RESEARCHERS COFUNDED BY MARIE CURIE ACTIONS,
GATEWAYS,Multi-level assessment of ocean-climate dynamics: a gateway to interdisciplinary training and analysis,
CIPRNET,Critical Infrastructure Preparedness and Resilience Research Network,http://www.ciprnet.eu/summary.html
ALBANIAN DIASPORA,The invention of a diaspora: the case of Arbëresh,
ISOCIAL,iSocial: Decentralized Online Social Networks,
PERFEDPAT,Pluggable Platform for Personalised Multilingual Patent Search,
THEBARCODE,Development of multifunctional Thermal Barrier Coatings and modelling tools for high temperature power generation with improved efficiency,
SPIMTOP,Combined Selective Plane Illumination Microscopy and Optical Projection Tomography for in vivo quantitative imaging of the developing zebrafish vasculature,
STOCHDETBIOMODEL,Stochastic and deterministic modelling of biological and biochemical phenomena with applications to circadian rhythms and pattern formation,
SESTCOOS,Seismology of Stellar Coronal Oscillations,
RANGESHIFT,Modelling the response of biodiversity to environmental change,
DIME4HERITAGE,Digital Media for Heritage: Refocusing Design from the Technology to the Visitor Experience,
CARDIOSCAPE,A survey of the European cardiovascular research landscape and recommendations for  future research strategy,http://www.cardioscape.eu/
AEROTRANET 2,Aeronautical Training Network in Aerodynamic Noise from Widebody Civil Aircraft,
ENRICHMAR,Convenience Food Enriched with Marine based Raw Materials,
SELFPOCNAD,"SelfPOCNAD - Development of a Point of Care Detection Device and Self
     Sampling Device for Cervical Cancer Screening –",
NGP,"""Deciphering the domestication and speciation of horses through next-generation paleogenomics using Pleistocene specimens, modern breeds and the domesticated donkey""",
CRYPTOVACC,Development of fungal conjugate vaccines based on synthetic oligosaccharide structures,
IQEOPV,Internal Quantum Efficiency limitations in Organic Photovoltaics,
POLYSYST,"""Molecular and morphological systematics of the Polyporales, a highly diverse, poorly documented clade of wood-decaying fungi with biotechnological potential""",
CODEAGE,The role of Chronic DNA damage in Ageing and Age-related pathology,
STRESSAMYLOIDCASCADE,Stress cascades and Alzheimer's disease,
VINDOBONA,VINyl photopolymer Development Of BONe replacement Alternatives,
SAVVY,Self-assembled virus-like vectors for stem cell phenotyping,
CAM-PAC,Integrative Analysis of Gene Functions in Cellular and Animal Models of Pancreatic Cancer,
NOVEL KIDNEY MODEL,zebrafish model to study human hypertension,
PATHFINDER,Rapid and Reliable Detection of Foodborne Pathogens by Employing Multiplexing Biosensor Technology,
E-WALK,Spinal cord rehabilitation enhanced by the use of data-driven and dynamic cortical state models,
PSCD,Establishing the role of Purkinje fibres in the development of arrhythmias for the prevention of Sudden Cardiac Death: Insights from a combined in vivo and ex vivo study,
INFLUENZA TROPISM,Evolutionary Determinants of Influenza Virus Pathogenesis and Tissue Tropism,
SIMTECH,"""New Century of Superconductivity: Ideas, Materials, Technologies""",
SP1 AND ASTHMA,A role for the immunomodulatory capsular polysaccharide Sp1 expressed by Streptococcus pneumoniae in the treatment of Asthma,
DEORBIT SAIL,De-Orbiting of Satellites using Solar Sails,http://www.deorbitsail.com/
ERMOS,Estonian Research Mobility Scheme,
LOWASH,Low Energy Washer Dryer through the Development of an Innovative Load Balancing & High Efficient Heat Recovery System,
CONAT,Conduction Mechanisms in Advanced MOS Technologies,
AIRLOG,INTEGRATED PLATFORM FOR INTELLIGENT INDOOR AIR QUALITY AUDIT MANAGEMENT,
SOLUTIONS,SOLUTIONS: Sharing Opportunities for Low carbon Urban transporTatION,
ISOTRACK II,ISO Shipping Container Tracking and Monitoring System Demonstration Project,
AAASP,Advanced Avionic Applications Simulation Platform,
AMSCOPPER,"""Anti-microbial, self-cleaning copper composite coatings applied in metallic objects against infections transmission""",
CREAM,Mechanistic Effect Models for the Ecological Risk Assessment of Chemicals,
OPTOMECH,Quantum opto-mechanics with photonic and phononic crystals,
LTE-HEALTH,Long-Term e-Health Evolution for Improving Diabetic Social and Behavioural Change Management,
SATCAS,SIMULATION OF THE ASSEMBLY TOLERANCES FOR COMPOSITE AIRCRAFT STRUCTURES,
CLEARPLAST,Development of extraction process for removal of pigments and additives for recycling of polymers,
ELITE,ELICIT TO LEARN CRUCIAL POST-CRISIS LESSONS,http://www.elite-eu.org/
